Date,Year,MW,Holiday,Temp_avg,Temp_max,Temp_min,hPa,Hum,Visibility,Wind_avg,Wind_max,Rain,Storm,Fog
2020-06-08,2020,1638.0,0,15.0,17.6,13.5,1016.3,91.0,5.3,5.0,9.4,1,0,0
2020-06-09,2020,1743.0,0,13.5,19.9,10.3,1015.0,90.0,6.0,5.2,11.1,0,0,0
2020-06-10,2020,1741.0,0,13.2,17.5,10.3,1012.4,91.0,8.2,6.9,14.8,0,0,1
2020-06-11,2020,1740.0,0,12.4,16.7,8.8,1011.5,91.0,7.9,6.5,18.3,0,0,1
2020-06-12,2020,1721.0,0,15.3,19.0,10.7,1006.5,82.0,8.7,8.1,24.1,1,0,1
2020-06-13,2020,1692.0,0,10.7,18.5,7.6,1020.5,33.0,10.0,15.7,20.6,0,0,0
2020-06-14,2020,1538.0,0,7.8,12.0,2.6,1028.4,52.0,10.0,7.4,16.5,0,0,0
2020-06-15,2020,1557.0,1,11.4,14.0,4.3,1023.5,63.0,10.0,16.3,24.1,0,0,0
2020-06-16,2020,1721.0,0,16.0,20.5,9.5,1015.9,86.0,10.0,10.0,16.5,1,0,0
2020-06-17,2020,1700.0,0,18.7,22.2,14.3,1008.2,85.0,10.0,10.7,20.6,0,0,0
2020-06-18,2020,1668.0,0,16.4,22.2,11.8,1005.3,79.0,8.9,12.0,25.9,1,1,0
2020-06-19,2020,1715.0,0,13.0,18.6,10.6,1010.8,87.0,8.2,9.1,16.5,0,0,1
2020-06-20,2020,1533.0,1,12.1,15.5,8.8,1013.0,92.0,5.1,11.5,24.1,1,0,1
2020-06-21,2020,1380.0,0,14.3,18.0,10.3,1012.2,79.0,10.1,16.1,35.2,1,1,0
2020-06-22,2020,1696.0,0,12.3,18.2,9.0,1016.5,82.0,10.0,16.1,27.8,0,0,0
2020-06-23,2020,1720.0,0,13.9,15.1,12.1,1006.0,94.0,6.9,8.3,22.2,1,0,0
2020-06-24,2020,1753.0,0,13.1,15.0,10.8,1006.5,80.0,10.0,16.3,24.1,1,0,0
2020-06-25,2020,1778.0,0,10.6,14.5,7.3,1015.6,60.0,10.0,12.0,18.3,0,0,0
2020-06-26,2020,1820.0,0,9.5,14.0,4.8,1022.0,53.0,10.0,6.1,11.1,0,0,0
2020-06-27,2020,1687.0,0,10.7,15.0,5.0,1023.5,59.0,10.0,4.4,11.1,0,0,0
2020-06-28,2020,1523.0,0,9.5,14.6,5.8,1023.7,72.0,9.0,9.6,22.2,0,0,0
2020-06-29,2020,1766.0,0,11.5,13.0,8.0,1019.1,74.0,9.8,21.5,31.7,1,0,0
2020-06-30,2020,1869.0,0,11.3,13.3,9.7,1008.6,96.0,3.2,18.3,33.5,1,0,1
2020-07-01,2020,1874.0,0,8.1,12.8,5.4,1017.0,77.0,10.0,13.3,24.1,1,0,0
2020-07-02,2020,1849.0,0,8.1,11.0,4.8,1021.0,74.0,10.0,7.2,14.8,1,0,0
2020-07-03,2020,1833.0,0,9.5,14.0,5.8,1016.3,77.0,10.0,15.4,24.1,0,0,0
2020-07-04,2020,1691.0,0,11.1,14.0,7.0,1011.6,75.0,10.0,15.2,27.8,0,0,0
2020-07-05,2020,1512.0,0,11.2,14.0,9.2,1015.3,74.0,9.8,8.5,55.4,1,0,0
2020-07-06,2020,1828.0,0,8.8,13.8,5.8,1023.9,73.0,10.0,6.9,11.1,0,0,0
2020-07-07,2020,1942.0,0,8.7,11.6,6.6,1024.4,74.0,10.0,17.8,31.7,0,0,0
2020-07-08,2020,1865.0,0,9.1,13.0,6.2,1021.0,72.0,10.0,8.9,16.5,0,0,0
2020-07-09,2020,1733.0,1,10.2,15.0,6.3,1019.5,59.0,9.7,10.4,18.3,1,0,0
2020-07-10,2020,1730.0,1,10.9,15.0,7.2,1011.6,74.0,10.0,18.1,59.4,0,0,0
2020-07-11,2020,1697.0,0,9.8,16.7,4.8,1014.2,62.0,10.0,8.7,18.3,0,0,0
2020-07-12,2020,1577.0,0,10.7,15.0,6.3,1012.9,43.0,10.0,10.0,16.5,0,0,0
2020-07-13,2020,1892.0,0,10.2,14.5,8.4,1019.4,37.0,10.0,12.8,20.6,1,0,0
2020-07-14,2020,1955.0,0,7.6,13.0,2.9,1024.6,40.0,10.0,6.9,13.0,0,0,0
2020-07-15,2020,1927.0,0,8.1,12.3,4.3,1024.0,59.0,10.0,6.3,16.5,0,0,0
2020-07-16,2020,1888.0,0,10.5,13.0,5.3,1021.5,68.0,9.8,8.3,13.0,1,0,0
2020-07-17,2020,1866.0,0,11.1,14.2,8.5,1018.1,83.0,10.0,10.7,18.3,0,0,0
2020-07-18,2020,1689.0,0,13.6,16.3,8.8,1010.1,97.0,4.2,8.1,13.0,0,0,1
2020-07-19,2020,1496.0,0,15.3,21.0,11.1,1008.8,91.0,6.4,10.4,22.2,0,0,1
2020-07-20,2020,1735.0,0,16.7,22.0,13.0,1009.7,87.0,7.9,5.2,11.1,0,0,0
2020-07-21,2020,1830.0,0,14.1,22.1,12.0,1010.8,97.0,2.6,10.0,16.5,1,0,1
2020-07-22,2020,1848.0,0,13.9,16.0,11.8,1011.2,98.0,2.6,6.3,16.5,1,0,0
2020-07-23,2020,1852.0,0,13.3,15.2,11.0,1012.1,93.0,7.6,7.2,14.8,1,0,0
2020-07-24,2020,1893.0,0,8.7,13.5,5.5,1014.6,72.0,9.8,13.3,22.2,1,0,0
2020-07-25,2020,1810.0,0,8.7,14.0,4.0,1018.9,53.0,10.0,10.0,16.5,0,0,0
2020-07-26,2020,1562.0,0,10.8,16.2,5.3,1018.0,58.0,10.0,13.3,24.1,0,0,0
2020-07-27,2020,1821.0,0,11.3,16.5,8.1,1015.7,53.0,10.0,10.2,16.5,0,0,0
2020-07-28,2020,1934.0,0,8.0,14.9,2.8,1024.1,47.0,10.0,9.6,20.6,0,0,0
2020-07-29,2020,1943.0,0,8.2,12.5,3.3,1028.1,58.0,10.0,6.1,14.8,0,0,0
2020-07-30,2020,1943.0,0,10.7,14.0,5.9,1027.0,66.0,10.0,13.3,22.2,0,0,0
2020-07-31,2020,1831.0,0,10.7,13.8,7.7,1023.6,76.0,10.0,11.3,24.1,0,0,0
2020-08-01,2020,1654.0,0,12.2,16.1,8.3,1021.5,88.0,10.0,13.0,18.3,0,0,0
2020-08-02,2020,1414.0,0,17.2,20.0,10.8,1018.8,85.0,10.0,8.7,20.6,0,0,0
2020-08-03,2020,1664.0,0,14.6,20.8,11.7,1023.0,87.0,8.9,18.3,29.4,0,0,0
2020-08-04,2020,1662.0,0,17.1,21.4,11.6,1020.4,80.0,9.8,6.5,11.1,0,0,0
2020-08-05,2020,1644.0,0,18.1,21.7,15.3,1015.3,79.0,8.9,7.0,13.0,0,0,0
2020-08-06,2020,1712.0,0,16.8,22.7,11.0,1022.3,50.0,9.8,17.8,29.4,1,1,0
2020-08-07,2020,1844.0,0,11.1,17.2,10.0,1025.8,87.0,8.9,25.2,31.7,1,0,0
2020-08-08,2020,1714.0,0,13.8,17.0,9.8,1022.0,96.0,6.0,16.1,29.4,1,0,1
2020-08-09,2020,1507.0,0,13.9,17.2,10.8,1015.8,99.0,2.1,10.6,22.2,0,0,1
2020-08-10,2020,1746.0,0,15.3,17.5,12.8,1009.2,60.0,7.9,11.7,18.3,1,1,0
2020-08-11,2020,1902.0,0,10.4,17.1,6.0,1019.5,29.0,10.0,11.1,16.5,0,0,0
2020-08-12,2020,1890.0,0,9.6,15.2,3.8,1018.2,42.0,9.8,8.3,18.3,0,0,0
2020-08-13,2020,1840.0,0,12.0,18.0,7.2,1013.8,69.19915254237289,8.9,10.0,18.3,0,0,0
2020-08-14,2020,1817.0,0,12.0,18.2,7.3,1010.6,76.0,9.8,6.3,13.0,0,0,1
2020-08-15,2020,1704.0,0,12.6,17.0,7.8,1011.3,46.0,10.0,12.2,18.3,0,0,0
2020-08-16,2020,1527.0,0,11.6,19.0,4.3,1013.6,30.0,9.2,15.6,37.0,0,0,0
2020-08-17,2020,1572.0,1,12.7,19.1,6.8,1014.0,50.0,10.0,7.2,18.3,0,0,0
2020-08-18,2020,1780.0,0,14.6,21.0,9.9,1009.5,47.0,9.3,10.2,14.8,0,0,0
2020-08-19,2020,1904.0,0,9.7,21.2,6.4,1021.5,49.0,10.0,12.2,24.1,1,0,0
2020-08-20,2020,1889.0,0,8.4,13.1,3.8,1031.8,46.0,10.0,8.7,14.8,0,0,0
2020-08-21,2020,1810.0,0,11.1,16.7,5.3,1029.5,33.0,10.0,11.1,18.3,0,0,0
2020-08-22,2020,1645.0,0,11.6,17.0,7.0,1026.5,50.0,9.8,11.5,16.5,0,0,0
2020-08-23,2020,1456.0,0,13.8,17.3,8.7,1020.6,64.0,10.0,14.1,18.3,0,0,0
2020-08-24,2020,1626.0,0,15.8,20.1,11.5,1014.6,71.0,10.0,13.0,20.6,0,0,0
2020-08-25,2020,1693.0,0,16.5,20.3,13.9,1010.6,79.0,9.7,16.1,22.2,1,0,0
2020-08-26,2020,1692.0,0,16.8,20.2,14.3,1007.4,90.0,9.2,13.0,24.1,1,1,0
2020-08-27,2020,1700.0,0,14.1,20.7,11.3,1016.4,71.0,10.0,13.7,22.2,0,0,0
2020-08-28,2020,1713.0,0,14.1,16.0,11.5,1015.5,88.0,9.3,15.2,24.1,0,0,0
2020-08-29,2020,1604.0,0,14.6,16.4,12.8,1014.3,86.0,7.6,9.1,29.4,1,0,1
2020-08-30,2020,1479.0,0,8.6,15.1,3.1,1024.8,57.0,10.0,9.4,22.2,0,0,0
2020-08-31,2020,1760.0,0,10.2,13.0,5.4,1029.5,54.0,10.0,12.4,25.9,0,0,0
2020-09-01,2020,1879.0,0,9.3,13.0,7.6,1033.4,76.0,10.0,26.7,38.9,1,0,0
2020-09-02,2020,1951.0,0,10.8,12.0,8.8,1020.6,90.0,5.1,34.3,40.7,1,0,0
2020-09-03,2020,1887.0,0,10.2,13.0,7.8,1015.3,83.0,8.5,9.6,16.5,1,0,0
2020-09-04,2020,1810.0,0,12.3,16.1,7.4,1018.7,79.0,10.0,10.6,20.6,0,0,0
2020-09-05,2020,1676.0,0,12.6,17.0,10.7,1022.2,82.0,8.5,15.7,35.2,0,0,0
2020-09-06,2020,1502.0,0,10.9,14.9,8.4,1026.1,81.0,10.0,21.9,27.8,0,0,0
2020-09-07,2020,1650.0,0,11.6,15.0,8.3,1025.7,80.0,10.0,18.0,25.9,0,0,0
2020-09-08,2020,1683.0,0,14.0,18.3,11.0,1020.9,79.0,10.0,17.2,25.9,0,0,0
2020-09-09,2020,1699.0,0,15.6,18.5,12.6,1017.1,88.0,9.8,10.0,20.6,0,0,0
2020-09-10,2020,1687.0,0,15.4,18.2,12.7,1017.1,82.0,9.5,9.6,20.6,0,0,1
2020-09-11,2020,1722.0,0,16.9,20.0,13.3,1012.8,59.0,10.0,10.7,18.3,0,0,0
2020-09-12,2020,1623.0,0,12.8,20.3,9.7,1017.6,60.0,10.0,11.9,22.2,0,0,0
2020-09-13,2020,1445.0,0,14.6,18.0,9.3,1015.7,78.0,9.7,10.4,18.3,0,0,0
2020-09-14,2020,1673.0,0,12.9,17.8,8.8,1026.9,40.0,10.0,10.7,14.8,0,0,0
2020-09-15,2020,1767.0,0,12.9,15.0,10.3,1023.0,56.0,10.0,15.2,27.8,0,0,0
2020-09-16,2020,1718.0,0,13.8,16.5,9.9,1017.2,76.0,9.7,9.8,14.8,0,0,1
2020-09-17,2020,1674.0,0,17.0,26.0,9.8,1013.1,52.0,10.0,11.7,22.2,0,0,0
2020-09-18,2020,1642.0,0,18.2,26.0,13.8,1010.5,47.0,10.0,12.8,22.2,0,0,0
2020-09-19,2020,1609.0,0,13.7,19.6,10.3,1021.0,35.0,10.0,9.6,20.6,0,0,0
2020-09-20,2020,1453.0,0,13.8,20.1,8.3,1023.3,26.0,10.0,11.5,20.6,0,0,0
2020-09-21,2020,1681.0,0,11.4,20.3,7.0,1025.3,49.0,10.0,10.7,18.3,0,0,0
2020-09-22,2020,1767.0,0,13.1,17.2,9.8,1023.1,68.0,10.0,15.6,20.6,0,0,0
2020-09-23,2020,1720.0,0,16.0,20.6,10.8,1021.0,69.0,10.0,10.4,16.5,0,0,0
2020-09-24,2020,1698.0,0,16.0,20.8,12.8,1019.9,75.0,10.0,18.3,29.4,0,0,0
2020-09-25,2020,1751.0,0,16.6,20.0,15.0,1016.3,71.0,9.7,22.4,33.5,1,1,0
2020-09-26,2020,1613.0,0,16.3,19.3,14.2,1009.3,92.0,6.6,18.9,35.2,1,1,0
2020-09-27,2020,1467.0,0,15.6,19.5,13.0,1006.0,90.0,7.4,13.3,22.2,1,0,0
2020-09-28,2020,1641.0,0,15.8,23.0,8.8,1012.1,48.0,10.0,10.6,14.8,0,0,0
2020-09-29,2020,1647.0,0,17.4,22.8,12.9,1011.4,65.0,10.0,11.1,18.3,0,0,0
2020-09-30,2020,1650.0,0,18.9,23.2,16.2,1007.2,76.0,10.0,10.2,14.8,0,0,0
2020-10-01,2020,1640.0,0,18.1,23.5,14.2,1008.6,49.0,10.0,10.7,14.8,0,0,0
2020-10-02,2020,1671.0,0,12.6,20.9,9.3,1020.1,62.0,10.0,29.3,42.4,0,0,0
2020-10-03,2020,1634.0,0,9.4,15.3,6.8,1030.5,60.0,10.0,26.5,38.9,0,0,0
2020-10-04,2020,1535.0,0,12.1,15.5,8.5,1024.9,73.0,10.0,30.6,42.4,0,0,0
2020-10-05,2020,1700.0,0,14.1,18.0,11.0,1016.6,73.0,8.0,13.1,20.6,1,0,0
2020-10-06,2020,1699.0,0,14.6,18.0,10.6,1016.5,76.0,10.0,10.2,16.5,0,0,0
2020-10-07,2020,1649.0,0,18.3,25.7,12.3,1014.8,64.0,10.0,10.0,14.8,0,0,0
2020-10-08,2020,1651.0,0,16.4,25.8,12.4,1017.0,57.0,10.0,12.2,22.2,0,0,0
2020-10-09,2020,1636.0,0,18.8,24.0,13.3,1014.5,38.0,10.0,10.9,81.7,0,0,0
2020-10-10,2020,1537.0,0,16.2,24.5,12.0,1016.3,58.0,10.0,13.1,25.9,0,0,0
2020-10-11,2020,1419.0,0,16.9,19.6,13.3,1013.4,59.0,9.8,18.0,27.8,1,1,0
2020-10-12,2020,1408.0,1,16.1,22.4,11.2,1016.6,61.0,10.0,10.7,16.5,0,0,0
2020-10-13,2020,1575.0,0,17.4,22.5,12.8,1016.8,76.0,9.8,9.8,14.8,0,0,0
2020-10-14,2020,1648.0,0,19.6,24.0,15.5,1015.4,66.0,10.0,9.4,18.3,0,0,0
2020-10-15,2020,1626.0,0,16.3,24.2,12.6,1022.4,80.0,8.4,18.3,31.7,0,0,0
2020-10-16,2020,1683.0,0,18.6,21.2,14.8,1020.8,84.0,10.0,20.0,25.9,0,0,0
2020-10-17,2020,1579.0,0,20.1,22.0,17.8,1015.2,81.0,9.8,13.0,18.3,1,1,0
2020-10-18,2020,1481.0,0,22.8,27.2,19.0,1009.1,83.0,10.0,10.6,20.6,0,0,0
2020-10-19,2020,1611.0,0,23.2,28.5,18.6,1008.9,78.0,9.5,16.3,35.2,1,1,0
2020-10-20,2020,1622.0,0,14.6,25.8,12.0,1022.8,74.0,7.7,33.7,51.9,1,1,0
2020-10-21,2020,1686.0,0,15.1,17.0,12.2,1026.0,66.0,9.8,34.8,44.6,1,0,0
2020-10-22,2020,1632.0,0,15.6,17.3,14.0,1021.2,87.0,8.7,27.2,46.5,1,1,0
2020-10-23,2020,1567.0,0,18.2,21.0,14.2,1015.7,92.0,9.7,12.8,18.3,0,0,0
2020-10-24,2020,1487.0,0,18.4,21.0,16.4,1013.7,93.0,6.8,16.5,25.9,1,0,1
2020-10-25,2020,1354.0,0,19.7,21.5,17.0,1008.8,95.0,7.9,13.9,27.8,1,0,1
2020-10-26,2020,1491.0,0,18.4,22.0,15.6,1012.1,65.0,10.0,13.9,24.1,0,0,0
2020-10-27,2020,1547.0,0,17.1,22.7,13.6,1010.7,55.0,10.0,13.5,24.1,0,0,0
2020-10-28,2020,1574.0,0,16.4,22.0,13.0,1010.1,66.0,10.0,11.7,22.2,1,0,0
2020-10-29,2020,1582.0,0,14.6,20.5,11.6,1019.9,58.0,10.0,11.3,16.5,0,0,0
2020-10-30,2020,1566.0,0,13.9,18.8,9.3,1027.0,61.0,10.0,12.8,22.2,0,0,0
2020-10-31,2020,1477.0,0,16.1,20.0,12.5,1026.3,63.0,10.0,14.3,20.6,0,0,0
2020-11-01,2020,1359.0,0,18.2,21.1,15.3,1023.4,64.0,10.0,15.6,24.1,0,0,0
2020-11-02,2020,1576.0,0,19.3,21.4,16.8,1019.8,55.0,10.0,15.9,25.9,0,0,0
2020-11-03,2020,1643.0,0,18.7,21.6,16.4,1020.0,77.0,10.0,21.7,33.5,0,0,0
2020-11-04,2020,1665.0,0,18.8,23.0,15.7,1022.4,63.0,10.0,24.6,35.2,0,0,0
2020-11-05,2020,1644.0,0,18.9,23.0,15.5,1020.2,58.0,10.0,21.1,33.5,0,0,0
2020-11-06,2020,1674.0,0,20.1,24.0,16.8,1018.9,71.0,10.0,18.7,38.9,0,0,0
2020-11-07,2020,1589.0,0,20.7,24.8,18.8,1020.1,76.0,10.0,16.5,27.8,0,0,0
2020-11-08,2020,1455.0,0,20.7,24.0,18.3,1020.2,72.0,10.0,20.2,29.4,0,0,0
2020-11-09,2020,1655.0,0,19.6,23.7,18.0,1019.1,73.0,10.0,20.9,29.4,0,0,0
2020-11-10,2020,1678.0,0,20.3,23.0,17.5,1017.3,73.0,9.7,20.9,29.4,0,0,0
2020-11-11,2020,1688.0,0,20.2,23.5,17.3,1017.5,73.0,10.0,20.2,29.4,0,0,0
2020-11-12,2020,1678.0,0,20.1,23.0,18.0,1016.5,75.0,10.0,19.1,29.4,0,0,0
2020-11-13,2020,1715.0,0,20.7,23.0,18.6,1013.9,79.0,10.0,18.5,25.9,0,0,0
2020-11-14,2020,1612.0,0,22.0,24.7,19.1,1010.4,72.0,10.0,11.5,24.1,0,0,0
2020-11-15,2020,1446.0,0,20.8,25.2,15.8,1013.1,59.0,10.0,12.4,24.1,0,0,0
2020-11-16,2020,1662.0,0,19.7,25.0,15.3,1014.9,62.0,10.0,8.0,16.5,0,0,0
2020-11-17,2020,1716.0,0,21.6,25.0,17.2,1013.6,57.0,10.0,15.2,20.6,0,0,0
2020-11-18,2020,1718.0,0,22.3,25.0,19.0,1012.4,60.0,10.0,14.1,25.9,1,1,0
2020-11-19,2020,1673.0,0,19.7,23.0,17.4,1018.7,66.0,10.0,19.1,27.8,0,0,0
2020-11-20,2020,1725.0,0,20.1,23.2,17.6,1018.5,65.0,10.0,20.9,33.5,0,0,0
2020-11-21,2020,1629.0,0,21.6,26.0,18.3,1016.4,65.0,10.0,21.1,33.5,0,0,0
2020-11-22,2020,1490.0,0,22.7,27.0,18.8,1017.6,62.0,10.0,17.4,29.4,0,0,0
2020-11-23,2020,1564.0,1,24.0,31.0,19.3,1014.2,60.0,10.0,20.4,33.5,0,0,0
2020-11-24,2020,1737.0,0,25.7,31.2,20.9,1009.3,60.0,9.8,15.6,37.0,1,0,0
2020-11-25,2020,1745.0,0,22.5,31.5,19.6,1009.4,83.0,8.0,15.7,44.6,1,1,0
2020-11-26,2020,1672.0,0,22.3,26.0,18.0,1014.4,39.0,10.0,10.0,18.3,0,0,0
2020-11-27,2020,1762.0,0,21.8,26.1,17.3,1016.6,51.0,10.0,17.4,25.9,0,0,0
2020-11-28,2020,1646.0,0,22.9,26.8,18.0,1011.6,73.0,9.3,19.1,57.6,1,1,0
2020-11-29,2020,1492.0,0,24.1,32.0,18.0,1010.1,64.0,9.8,11.3,20.6,0,0,0
2020-11-30,2020,1613.0,0,18.2,31.8,12.8,1019.7,48.0,10.0,20.2,27.8,0,0,0
